rank	word	cifu_spoken_adult	cifu_jyutping	cifu_definition	cifu_structure	runtime_status	runtime_module	runtime_jyutping	runtime_meta	structural_path
584	從	50	cung4	from/via/passing through/through (a gap)/past/ever (followed by negative, meaning never)/(formerly pr. zong4 and related to 縱|纵) to follow/to comply with/to obey/to join/to engage in/adopting some mode of action or attitude/follower/retainer/accessory/accomplice/related by common paternal grandfather or earlier ancestor/surname Cong/lax/yielding/unhurried/second cousin	⿰彳&CDP-8BB0;	missing				
585	舊	50	gau6	old/opposite: new 新/former/worn (with age)	⿱萑臼[GJK],⿱雈臼[T]	missing				
586	呵	49	ho1	expel breath/my goodness/variantof 啊/phonetic "a"	⿰口可	missing				
587	性	49	sing3	nature/character/property/quality/attribute/sexuality/sex/gender/surname/suffix forming adjective from verb/suffix forming noun from adjective, corresponding to -ness or -ity/essence	⿰忄生	missing				
588	林	49	lam4	woods/forest/surname Lin	⿰木木	missing				
589	揸	49	zaa1	to hold/to drive/to pilot/to make a decision	⿰扌查[G],⿰扌査[TJK]	missing				
590	機	49	gei1	machine/engine/CL:臺|台[tòih](Mandarin)/CL:部[bouh]/opportunity/intention/aircraft/pivot/crucial point/flexible(quick-witted)/organic/a surname	⿰木幾	covered_main	verbs.js	gei1	what:machine_noun object_np head_noun	
591	世界	48	sai3gaai3	world/a situation, a position, a state of affairs/CL:個[go]	世:⿱田介	missing				
592	右上	48	jau6soeng6	upper right	⿸𠂇口:⿱⺊一	missing				
593	似	48	ci5	to seem/to appear/to resemble/similar/-like/pseudo-	⿰亻以	missing				
594	東方	48	dung1fong1	the East/Eastern countries	東:⿱亠&CDP-8B6C;	missing				
595	返工	48	faan1gung1	go to work	⿺辶反:工	missing				
596	理由	48	lei5jau4	reason/grounds/justification	⿰王里:由	missing				
597	着	48	*?	NO DEF	⿸羊目[GT],⿸&CDP-8CCC;目[JK]	missing				
598	貨倉	48	fo3cong1	a warehouse	⿱化貝:⿱亽⿸&CDP-89CE;口[G],⿱亼⿸&CDP-89CE;口[TJK]	missing				
599	發覺	48	faat3gok3	to find/to detect/to discover	⿱癶𭚧:⿱𦥯見	missing				
600	落到	48	lok6dou2	befallen	⿱艹洛:⿰至刂	missing				
601	繞過	48	*jiu5gwo3	NO DEF	⿰糹堯[GTV],⿰糸堯[JK]:⿺辶咼	missing				
602	翻版	48	faan1baan2	to reprint/a duplicate/a clone	⿰番羽:⿰片反	missing				
603	一種	47	jat1zung2	one kind of/one type of	一:⿰禾重	missing				
604	以	47	ji5	abbr. for Israel 以色列[yíh sīk liht]/to use/according to/so as to/in order to/by/with/because	以	missing				
605	包	47	baau1	to cover/to wrap/to promise/to guarantee/to include/to keep a mistress or second wife/package/wrapper/container/bag/bundle/packet	⿹勹巳[GTKV],⿹勹己[J]	handled_structurally				src/runtime-resources/pronunciation/unknown-cjk-jyutping-fallback.js
606	未必	47	mei6bit1	not necessarily/maybe not	未:⿻心丿	missing				
607	拍	47	paak3	to pat/to clap/to slap/to swat/to take (a photo)/to shoot (a film)/racket (sports)/beat (music)	⿰扌白	missing				
608	法律	47	faat3leot6	law	⿰氵去:⿰彳聿	missing				
609	要求	47	jiu1kau4	to request/to require/to stake a claim/to ask/to demand	⿱覀女:⿺&CDP-85DC;丶	missing				
610	旅行	47	leoi5hang4	travel	⿰方&CDP-8D55;:⿰彳亍	covered_main	referents-and-boundaries.js	leoi5 hang4	doing:verb activity_predicate travel_activity	
611	影響	47	jing2hoeng2	an influence/an effect/to influence/to affect (usually adversely)/to disturb	⿰景彡:⿱鄉音[GTV],⿱郷音[J],⿱鄕音[K]	missing				
612	學生	47	hok6saang1	student/school child	⿱𦥯子:生	covered_main	people-and-address.js	hok6 saang1	who:person_np	
613	講到	47	gong2dou3	to talk about sth	⿰言冓:⿰至刂	missing				
614	關係	47	gwaan1hai6	relation/relationship/to concern/to affect/to have to do with/guanxi	⿵門𢇇:⿰亻系	missing				
615	灘	47	taan1|taan5	beach/shoal	⿰氵難	missing				
616	女	46	neoi5	female/woman/daughter	女	covered_main	study-suite.js	neoi5	who:person_noun female_person	
617	考慮	46	haau2leoi6	to think over/to consider/consideration	⿸耂丂:⿸虍思	missing				
618	男人	46	naam4jan2	a man/a male/men/CL:個[go]	⿱田力:人	missing				
619	某	46	mau5	some/a certain/sb or sth indefinite/such-and-such	⿱甘木[GJK],⿱甘朩[TV]	missing				
620	唔夠	46	m4gau3	not enough	⿰口吾:⿰多句	missing				
621	射	46	se6	to shoot/to look after, to protect, to watch over/to ejaculate, to "come"/radio- (chemistry)	⿰身寸	missing				
622	會話	46	wui6waa6	conversation	⿱亼𭥴:⿰言舌	missing				
623	電視	46	din6si6	television/TV	⿱雨&CDP-8BE8;:⿰礻見[GTJV],⿰示見[K]	covered_main	study-suite.js	din6 si6	what:media_noun object_np head_noun	
624	學校	46	hok6haau6	school/CL:所[suo3]	⿱𦥯子:⿰木交	covered_main	places-and-times.js	hok6 haau6	where:place_or_goal	
625	轉彎	46	zyun3waan1	turn (around)	⿰車專:⿱䜌弓	missing				
626	攬	46	laam5	to embrace/to monopolize/to seize	⿰扌覽	missing				
627	九	45	gau2	nine/9	九	covered_main	places-and-times.js	gau2	how:quantity count_value numeral_nine	
628	水平	45	seoi2ping4	level (of achievement etc)/standard/horizontal	⿲㇇亅&CDP-85BF;:⿻干丷[GTJV],⿻干八[K],⿱一&CDP-8A64;	missing				
629	生活	45	sang1wut6	life/activity/to live/livelihood	生:⿰氵舌	missing				
630	早晨	45	zou2san4	early morning	⿱日十:⿱日辰	covered_main	degree-and-formulas.js	zou2 san4	func:greeting_formula	
631	其中	45	kei4zung1	among/in/included among these	⿱&CDP-8B72;八:⿻口丨	missing				
632	放	45	fong3	to release/to free/to let go/to put/to place/to let out/to set off (fireworks)/free, uninhibited	⿰方攵	covered_main	verbs.js	fong3	doing:verb	
633	法	45	faat3	law/method/way/Buddhist teaching/Legalist/abbr. for France	⿰氵去	missing				
634	教	45	gaau3	religion/teaching/to teach/to make (Mandarin)/to cause (Mandarin)/to tell (Mandarin)	⿰孝攵	missing				
635	最好	45	zeoi3hou2	best/(you) had better (do what we suggest)	⿱日取[GJK],⿱冃取[TV]:⿰女子	missing				
636	磅	45	bong6|bong2	to weigh/to give/to accompany/to escort/to protect/pound (unit of weight, about 454 grams)|scale/platform balance	⿰石旁	missing				
637	山路	44	saan1lou6	mountain road	山:⿰𧾷各	missing				
638	公共	44	gung1gung6	public/common (use)	⿱八厶:⿱龷八	missing				
639	方法	44	fong1faat3	method/way/means	⿱亠&CDP-8B6C;:⿰氵去	missing				
640	代表	44	doi6biu2	representative/delegate/to represent/to stand for	⿰亻弋:⿱龶𧘇	missing				
641	好過	44	*hou2|hou3gwo3	NO DEF	⿰女子:⿺辶咼	missing				
642	西方	44	sai1fong1	the West/the Occident/Western countries	⿱一𠁤:⿱亠&CDP-8B6C;	missing				
643	者	44	ze2	-ist, -er (person)/person (who does sth)	⿸耂日[GTJ],⿸耂⿱丶日[K]	missing				
644	段	44	dyun6	surname Duan/paragraph/section/segment/stage (of a process)/classifier for stories	⿰&CDP-8CE4;殳	missing				
645	難	44	naan6|naan4	difficult (to...)/problem/difficulty/difficult/not good|disaster/distress/to scold	⿰&CDP-8BD3;隹[GTKV],⿰𦰩隹[J]	covered_main	statives.js	naan4	like:stative_predicate	
646	好睇	43	*hou2|hou3tai2	NO DEF	⿰女子:⿰目弟	surface_covered_sense_uncertain	statives.js	hou2 tai2	like:lexicalized_stative_predicate sensory_evaluation visual_evaluation degreeable	
647	早	43	zou2	early/morning	⿱日十	missing				
648	店	43	dim3	inn/shop/store	⿸广占	handled_structurally				src/runtime-resources/pronunciation/unknown-cjk-jyutping-fallback.js
649	第	43	dai6	(prefix indicating ordinal number, e.g. first, number two etc)	⿱竹𢎨	covered_main	study-suite.js	dai6	func:ordinal_prefix	
650	發展	43	faat3zin2	development/growth/to develop/to grow/to expand	⿱癶𭚧:⿸尸&CDP-8CE5;	missing				
651	圖案	43	tou4on3	design/pattern	⿴囗啚:⿱安木[GJK],⿱安朩[TV]	missing				
652	學	43	hok6	learn/study/science/-ology	⿱𦥯子	covered_main	things.js	hok6	what:object_in_vo	
653	賺	43	zaan6	to earn/to make a profit	⿰貝兼	missing				
654	簡單	43	gaan2daan1	simple/not complicated	⿱竹間:⿱吅&CDP-8BD9;	missing				
655	同一	42	tung4jat1	identical/the same	⿵𠔼口:一	missing				
656	尾	42	mei5	tail/a reprisal/bad consequences/loose ends	⿸尸毛	missing				
657	我見	42	*ngo5gin3	NO DEF	我:⿱目儿	missing				
658	近	42	gan6|kan5	near/close to/approximately	⿺辶斤	covered_main	statives.js	kan5	like:stative_predicate distance_stative scalar_dimension_predicate	
659	拜拜	42	baai1baai3	bye-bye	⿰龵&CDP-8CE7;:⿰龵&CDP-8CE7;	covered_main	degree-and-formulas.js	baai1 baai3	func:leave_taking_formula	
660	接受	42	zip3sau6	to accept/to receive	⿰扌妾:⿱&CDP-8BB8;又	missing				
661	第二	42	dai6ji6	second/number two/next	⿱竹𢎨:⿱一一	covered_main	verbs.js	dai6 ji6	func:ordinal_modifier sequence_modifier	
662	貧大	42	*pan4daai6	NO DEF	⿱分貝:⿻一人	missing				
663	最近	42	zeoi3gan6	recent/recently/these days/latest/soon/nearest (of locations)/shortest (of routes)	⿱日取[GJK],⿱冃取[TV]:⿺辶斤	covered_main	referents-and-boundaries.js	zeoi3 gan6	when:temporal_adjunct time_expression	
664	意見	42	ji3gin3	idea/opinion/suggestion/objection/complaint	⿱音心:⿱目儿	missing				
665	圖片	42	tou4pin3	image/picture/photograph	⿴囗啚:片	missing				
666	辦法	42	baan6faat3	means/method/way (of doing sth)	⿲辛力辛:⿰氵去	missing				
667	入面	41	jap6min6	NO DEF	入:⿱丆囬	covered_main	verbs.js	jap6 min6	where:place_np interior_location	
668	分鐘	41	fan1zung1	minute	⿱八刀:⿰金童	missing				
669	北	41	bak1	north/to be defeated (classical)	⿰&CDP-8BC5;匕	missing				
670	外國	41	ngoi6gwok3	foreign (country)	⿰夕卜:⿴囗或	missing				
671	平時	41	ping4si4	in normal times/in peacetime	⿻干丷[GTJV],⿻干八[K],⿱一&CDP-8A64;:⿰日寺	missing				
672	打開	41	daa2hoi1	to open/to show (a ticket)/to turn on/to switch on	⿰扌丁:⿵門开	missing				
673	把	41	baa2	to hold/to grasp/to take hold of/handle/classifier for objects with handle/used before a direct object and a verb often carrying the sense of disposal (Mandarin)	⿰扌巴	covered_main	study-suite.js	baa2	measure_word:classifier_handled_object	
674	步	41	bou6	a step/a pace/walk/march/stages in a process	⿱止𣥂	covered_main	referents-and-boundaries.js	bou6	what:step_noun activity_object	
675	炒	41	caau2	to sauté/to stir-fry/to speculate/to hype/to fire (sb)/to clash with	⿰火少	covered_main	verbs.js	caau2	doing:verb	
676	狗	41	gau2	dog/CL:隻[jek]/CL:條[tìuh]	⿰犭句	covered_main	people-and-address.js	gau2	who:animal_agent_np person_like_agent_np	
677	直行	41	zik6hong4	to go straight/straight forward/fig. to do right	⿱十&CDP-8BA5;[GT],⿱十⿺𠃊目[JK]:⿰彳亍	surface_covered_sense_uncertain	verbs.js	zik6 haang4	doing:verb motion_verb go_straight	
678	借	41	ze3	to lend/to borrow/excuse/pretext/by means of/to seize (an opportunity)/to take (an opportunity)	⿰亻昔	covered_main	verbs.js	ze3	doing:verb borrow_verb	
679	容易	41	jung4ji6	easy/likely/liable (to)	⿱宀谷:⿱日勿	covered_main	study-suite.js	jung4 ji6	like:stative_predicate difficulty_scale	
680	座	41	zo6	seat/base/stand/(classifier for buildings, mountains, large solid things etc)	⿸广坐	covered_main	verbs.js	zo6	measure_word:classifier_large_structure	
681	起碼	41	hei2maa5	at the minimum/at the very least	⿺走巳[GJK],⿺走己[TV]:⿰石馬	missing				
682	偏	41	pin1	to lean/to slant/oblique/prejudiced/to deviate from average/to stray from the intended line/stubbornly/contrary to expectations/left-hand side of a split Chinese character, often the key or radical	⿰亻扁	missing				
683	報紙	41	bou3zi2	newspaper/newsprint	⿰幸𠬝:⿰糹氏[GTV],⿰糸氏[JK]	covered_main	study-suite.js	bou3 zi2	what:media_noun newspaper_noun	
684	人工	40	jan4gung1	artificial/manpower/manual work	人:工	missing				
685	分	40	fan1|fan6	to divide/to separate/to allocate/to distinguish (good and bad)/one tenth (of certain units)/unit of length equivalent to 0.33 cm/minute/a point (in sports or games)/0.01 yuan (unit of money)|part or subdivision/fraction/share/ingredient/component	⿱八刀	covered_main	verbs.js	fan1	doing:verb	
686	反而	40	faan2ji4	instead/on the contrary/contrary (to expectations)	⿸𠂆又[G],⿸厂又[TJKV]:⿱一𦓐	missing				
687	主要	40	zyu2jiu3	main/principal/major/primary	⿱亠土,⿱丶王:⿱覀女	missing				
688	有陣	40	*jau5zan6	NO DEF	⿸𠂇月:⿰阝車	missing				
689	怪	40	gwaai3	bewildering/odd/strange/uncanny/devil/monster/to wonder at/to blame	⿰忄圣	missing				
690	除	40	ceoi4	to get rid of/to remove/to exclude/to eliminate/to wipe out/to divide/except/not including	⿰阝余	missing				
691	剪	40	zin2	scissors/shears/clippers/CL:把[bá]/to cut with scissors/to trim	⿱前刀	missing				
692	細	40	sai3	small/fine/delicate/trifling/junior, subordinate members of an organisation	⿰糹田[GTV],⿰糸田[JK]	covered_main	statives.js	sai3	like:stative_predicate	
693	袋	40	doi6|doi2	to bag|a pouch/bag/sack/pocket/a condom/scrotum	⿱代衣	missing				
694	等陣	40	dang2zan6	NO DEF	⿱竹寺:⿰阝車	covered_main	function-words-and-particles.js	dang2 zan6	when:time_np	
695	閒	40	haan4	variant of 閑, idle/unoccupied/leisure/free time	⿵門月	covered_main	study-suite.js	haan4	like:stative_predicate availability_state	
696	慢慢	40	maan6maan6	slowly	⿰忄曼:⿰忄曼	missing				
697	鐘	40	zung1	clock/o'clock/time as measured in hours and minutes/bell/surname Zhong	⿰金童	covered_main	study-suite.js	zung1	when:time_unit hour_unit	
698	三個	39	*saam1|saam3go3	NO DEF	⿱一二:⿰亻固	missing				
699	女人	39	neoi5jan2	woman	女:人	missing				
700	幼	39	jau3	young	⿰幺力	missing				
701	同意	39	tung4ji3	to agree/to consent/to approve	⿵𠔼口:⿱音心	covered_main	function-words-and-particles.js	tung4 ji3	doing:verb action_verb stance_agreement_predicate intransitive_use	
702	行過	39	*hang4|haang4|hang6|hong4|hong2gwo3	NO DEF	⿰彳亍:⿺辶咼	missing				
703	所有	39	so2jau5	all/to have/to possess/to own	⿰戶斤[GTKV],⿰戸斤[J]:⿸𠂇月	missing				
704	直落	39	zik6lok6	NO DEF	⿱十&CDP-8BA5;[GT],⿱十⿺𠃊目[JK]:⿱艹洛	missing				
705	後	39	hau6	back/behind/rear/afterwards/after/later	⿰彳⿱幺夂[GJKV],⿰彳&CDP-8B7B;[HT]	handled_structurally				src/runtime-resources/normalization/simplified-to-traditional.js
706	家	39	gaa1	home/family/classifier for families or businesses/refers to the philosophical schools of pre-Han China/noun suffix for specialists in some activity such as musician or revolutionary, corresponds to English -ist, -er, -ary or -ian/CL:個[go]	⿱宀豕	covered_main	study-suite.js	gaa1	what:home_family_noun pronunciation_drill_item	
707	財政	39	coi4zing3	finances (public)/financial	⿰貝才:⿰正攵	missing				
708	敢	39	gam2	dare	⿰⿱乛耳攵[G],⿰&CDP-8C5B;攵[TJKV]	missing				
709	節目	39	zit3muk6	program/item (on a program)	⿱竹即[GTJV],⿱竹即[K]:目	covered_main	study-suite.js	zit3 muk6	what:media_or_event_noun program	
710	點呀	39	*dim2aa3|aa1|aa6	NO DEF	⿰黑占:⿰口牙	missing				
711	點知	39	*dim2zi1|zi3	NO DEF	⿰黑占:⿰矢口	covered_main	verbs.js	dim2 zi1	how:wh_cognition_question	
712	水平線	38	seoi2ping4sin3	NO DEF	⿲㇇亅&CDP-85BF;:⿻干丷[GTJV],⿻干八[K],⿱一&CDP-8A64;:⿰糹泉[GT],⿰糸泉[JK]	missing				
713	例如	38	lai6jyu4	for example/for instance/such as	⿰亻列:⿰女口	missing				
714	爸爸	38	baa4baa1	(informal) father	⿱父巴:⿱父巴	surface_covered_sense_uncertain	people-and-address.js	baa1 baa1	who:person_np	
715	直上	38	zik6soeng5	NO DEF	⿱十&CDP-8BA5;[GT],⿱十⿺𠃊目[JK]:⿱⺊一	missing				
716	直程	38	*zik6cing4	NO DEF	⿱十&CDP-8BA5;[GT],⿱十⿺𠃊目[JK]:⿰禾呈	missing				
717	個個	38	go3go3	each one individually/each and every/same as 各個|各个	⿰亻固:⿰亻固	missing				
718	幅	38	fuk1	width/roll/classifier for textiles or pictures	⿰巾畐	covered_main	referents-and-boundaries.js	fuk1	measure_word:classifier_picture_flat_work	
719	普通	38	pou2tung1	common/ordinary/general/average	⿱並日:⿺辶甬	missing				
720	畫個	38	*waak6|waa2go3	NO DEF	⿳&CDP-8BC6;田一:⿰亻固	missing				
721	碑	38	bei1	a monument/an upright stone tablet/stele	⿰石卑	missing				
722	一半	37	jat1bun3	half	一:⿱丷&CDP-8BF1;[GTJV],⿱八&CDP-8BF1;[K]	missing				
723	左右	37	zo2jau2|zo2jau6	about/approximately/around|left and right/to control/to influence	⿸𠂇工:⿸𠂇口	covered_main	function-words-and-particles.js	zo2 jau6	how:approximation_marker	
724	左行	37	*zo2hang4|haang4|hang6|hong4|hong2	NO DEF	⿸𠂇工:⿰彳亍	missing				
725	食飯	37	*sik6faan6	NO DEF	⿱人良:⿰飠反[GTJ],⿰𩙿反[K]	handled_structurally				src/parser/detectors/motion/purpose-chains.js
726	距離	37	keoi5lei4	distance/to be apart	⿰𧾷巨:⿰离隹	missing				
727	概念	37	koi3nim6	concept/idea	⿰木既:⿱今心	missing				
728	環境	37	waan4ging2	environment/circumstances/surroundings	⿰王睘:⿰土竟	covered_main	things.js	waan4 ging2	what:object_np	
729	人權	36	jan4kyun4	human rights	人:⿰木雚	missing				
730	下行	36	haa6hang4	down train (i.e. away from the capital)	⿱一卜:⿰彳亍	missing				
731	小姐	36	siu2ze2	young lady/miss/a nightclub hostess/a call girl/a prostitute	小:⿰女且	covered_main	people-and-address.js	siu2 ze2	who:person_title	
732	包括	36	baau1kut3	to comprise/to include/to involve/to incorporate/to consist of	⿹勹巳[GTKV],⿹勹己[J]:⿰扌舌	missing				
733	生	36	saang1|sang1	to be born/to give birth/life/to grow/raw, uncooked	生	covered_main	people-and-address.js	saang1	who:address_suffix	
734	因	36	jan1	cause/reason/because	⿴囗大	missing				
735	考試	36	haau2si3	exam	⿸耂丂:⿰言式	missing				
736	杏	36	hang6	apricot	⿱木口	missing				
737	始終	36	ci2zung1	from beginning to end/all along	⿰女台:⿰糹冬[GTV],⿰糸冬[JK]	missing				
738	阿媽	36	aa3maa1	mother/nurse/amah/serving woman	⿰阝可:⿰女馬	covered_main	people-and-address.js	aa3 maa1	who:kinship_person_np	
739	計	36	gai3	to calculate/to compute/to count/to regard as important/to plan/ruse/meter/gauge	⿰言十	missing				
